ensembl_id,gene_name,gene_type,chromosome,WZ12_CADASIL_Control,WZ16_CADASIL_C224Y,WZ4_CADASIL_Control,WZ8_CADASIL_Control,XZ5_CADASIL_R153C,XZ6_CADASIL_R153C_isoCtrl,XZ7_CADASIL_C224Y_isoCtrl
ENSG00000282996.1,MPP7-DT,lncRNA,chr10,0,2,0,1,0,0,2
ENSG00000282997.1,ENSG00000282997,lncRNA,chr13,0,0,0,0,0,0,0
ENSG00000282998.1,ENSG00000282998,lncRNA,chr2,0,0,0,0,0,0,0
ENSG00000283000.2,LINC02635,lncRNA,chr10,0,0,0,0,0,0,0
ENSG00000283001.2,ENSG00000283001,lncRNA,chr9,0,0,0,0,0,0,0
ENSG00000283003.4,ENSG00000283003,lncRNA,chr16,0,0,0,0,0,0,0
ENSG00000283005.1,CDC27P3,processed_pseudogene,chr20,0,0,0,1,1,0,1
ENSG00000283010.1,ENSG00000283010,lncRNA,chr6,0,0,0,1,1,0,2
ENSG00000283016.1,ATP5MC1P2,processed_pseudogene,chr14,0,0,0,0,0,0,0
ENSG00000283020.1,DUX4L37,unprocessed_pseudogene,chr20,2,0,2,4,1,8,4
ENSG00000283023.1,FRG1GP,unprocessed_pseudogene,chr22,0,1,3,0,0,1,3
ENSG00000283025.1,ENSG00000283025,lncRNA,chr17,0,0,0,0,0,0,0
ENSG00000283031.2,ENSG00000283031,lncRNA,chr2,1,1,3,1,1,0,3
ENSG00000283033.1,ENSG00000283033,lncRNA,chr17,0,0,0,0,0,0,0
ENSG00000283036.3,LINC01988,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000283039.1,KLF18,protein_coding,chr1,0,0,0,0,0,0,0
ENSG00000283040.1,ENSG00000283040,transcribed_unprocessed_pseudogene,chr1,0,0,0,0,1,0,0
ENSG00000283041.1,ENSG00000283041,processed_pseudogene,chr7,212,154,140,137,312,257,250
ENSG00000283043.1,ENSG00000283043,processed_pseudogene,chr4,0,0,0,0,0,0,0
ENSG00000283044.1,ENSG00000283044,lncRNA,chr1,0,0,0,0,0,0,0
ENSG00000283045.1,ENSG00000283045,lncRNA,chr17,0,0,0,1,1,0,1
ENSG00000283047.1,FRG1FP,unprocessed_pseudogene,chr22,2,0,1,0,1,2,0
ENSG00000283050.5,GTF2IP12,transcribed_unprocessed_pseudogene,chr4,0,0,0,0,0,0,0
ENSG00000283051.1,LINC01668,lncRNA,chr21,0,0,0,0,1,0,0
ENSG00000283052.2,LINC02456,lncRNA,chr12,0,0,0,0,0,0,0
ENSG00000283053.1,ENSG00000283053,lncRNA,chr10,0,0,0,0,0,0,0
ENSG00000283057.1,ENSG00000283057,processed_pseudogene,chr16,2,1,0,0,0,0,0
ENSG00000283058.1,ENSG00000283058,lncRNA,chr2,0,0,0,0,0,0,0
ENSG00000283061.1,ENSG00000283061,lncRNA,chr7,0,0,0,0,0,0,0
ENSG00000283063.1,TRBV6-2,TR_V_gene,chr7,0,0,0,0,0,0,0
ENSG00000283064.1,ENSG00000283064,lncRNA,chr6,3,8,3,0,7,2,1
ENSG00000283065.1,ENSG00000283065,processed_pseudogene,chr16,0,0,0,0,0,0,0
ENSG00000283069.1,DUX4L32,unprocessed_pseudogene,chr20,0,0,0,0,0,0,0
ENSG00000283071.1,LBHD2,protein_coding,chr14,0,0,2,1,1,0,0
ENSG00000283072.3,ENSG00000283072,lncRNA,chr20,0,2,0,1,0,0,0
ENSG00000283075.1,ENSG00000283075,lncRNA,chr13,1,0,0,1,0,0,0
ENSG00000283076.1,ENSG00000283076,transcribed_unprocessed_pseudogene,chrY,0,0,0,0,0,0,0
ENSG00000283078.1,ENSG00000283078,lncRNA,chr20,19,8,3,11,21,7,7
ENSG00000283083.2,LINC02498,lncRNA,chr4,0,0,0,0,0,0,0
ENSG00000283084.1,ENSG00000283084,processed_pseudogene,chr18,0,0,0,1,0,0,0
ENSG00000283093.1,CENPVL2,protein_coding,chrX,0,0,0,0,0,0,0
ENSG00000283095.1,ENSG00000283095,lncRNA,chr10,0,0,0,0,0,0,0
ENSG00000283096.1,ENSG00000283096,lncRNA,chr10,0,0,0,0,0,0,0
ENSG00000283097.1,ENSG00000283097,TEC,chr13,0,0,0,0,0,0,0
ENSG00000283098.2,ENSG00000283098,lncRNA,chr14,0,1,3,0,1,2,1
ENSG00000283101.1,BMS1P21,transcribed_unprocessed_pseudogene,chr10,0,0,0,0,0,0,0
ENSG00000283103.5,ENSG00000283103,lncRNA,chr19,260,212,219,175,302,215,221
ENSG00000283108.2,ENSG00000283108,lncRNA,chr19,3,10,0,0,6,9,1
ENSG00000283110.1,ENSG00000283110,processed_pseudogene,chr16,0,0,0,0,0,0,0
ENSG00000283117.1,MGC4859,lncRNA,chr7,0,0,0,0,0,0,0
ENSG00000283118.1,ENSG00000283118,lncRNA,chr2,0,0,0,0,0,0,0
ENSG00000283122.1,HYMAI,lncRNA,chr6,0,2,1,1,0,1,1
ENSG00000283123.1,RARRES2P11,processed_pseudogene,chr20,0,0,0,0,0,0,0
ENSG00000283125.1,ENSG00000283125,lncRNA,chr18,0,0,0,0,0,0,0
ENSG00000283126.1,MIR1297,miRNA,chr13,0,0,0,0,0,0,0
ENSG00000283128.3,ENSG00000283128,protein_coding,chr7,5,0,2,14,12,2,3
ENSG00000283130.1,ENSG00000283130,processed_pseudogene,chr13,0,0,0,0,0,0,0
ENSG00000283131.1,MTND2P41,unprocessed_pseudogene,chr4,0,0,0,0,0,0,0
ENSG00000283132.1,KMT2CP4,unprocessed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000283133.1,ENSG00000283133,processed_pseudogene,chr15,0,0,0,0,0,0,0
ENSG00000283136.1,U6,snRNA,chr1,0,0,0,0,0,0,0
ENSG00000283138.1,ENSG00000283138,lncRNA,chr12,0,0,0,0,0,0,0
ENSG00000283141.1,LINC02666,lncRNA,chr10,0,0,1,2,0,0,1
ENSG00000283142.2,ENSG00000283142,transcribed_unprocessed_pseudogene,chr20,0,0,0,0,0,0,0
ENSG00000283145.1,ENSG00000283145,unprocessed_pseudogene,chr22,0,0,0,0,0,0,0
ENSG00000283146.1,MIR548AU,miRNA,chr9,0,0,0,0,0,0,0
ENSG00000283148.1,ENSG00000283148,lncRNA,chr3,0,0,0,0,4,0,0
ENSG00000283149.1,ENSG00000283149,protein_coding,chr3,0,0,0,0,0,0,0
ENSG00000283152.1,MIR3120,miRNA,chr1,0,0,0,4,0,0,0
ENSG00000283154.3,IQCJ-SCHIP1,protein_coding,chr3,545,124,329,374,570,671,578
ENSG00000283155.1,ENSG00000283155,lncRNA,chr5,0,0,0,0,0,0,0
ENSG00000283156.2,ENSG00000283156,transcribed_unprocessed_pseudogene,chr4,0,0,0,0,0,0,0
ENSG00000283157.1,ENSG00000283157,lncRNA,chr8,0,0,0,0,0,0,0
ENSG00000283159.1,MIR665,miRNA,chr14,0,0,0,0,0,0,0
ENSG00000283160.1,MIR4521,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000283162.3,ENSG00000283162,transcribed_unprocessed_pseudogene,chr9,0,0,0,0,0,0,0
ENSG00000283164.1,ENSG00000283164,lncRNA,chr2,0,0,0,0,0,0,0
ENSG00000283165.1,MIR203B,miRNA,chr14,0,0,0,0,0,0,0
ENSG00000283166.1,ENSG00000283166,processed_pseudogene,chr1,0,0,0,0,0,0,0
ENSG00000283167.2,ENSG00000283167,unprocessed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000283170.1,MIR382,miRNA,chr14,0,0,0,0,0,0,0
ENSG00000283172.1,MIR548D1,miRNA,chr8,0,2,0,2,0,0,0
ENSG00000283174.1,MTCO1P38,processed_pseudogene,chr1,0,0,0,0,0,0,0
ENSG00000283175.1,ENSG00000283175,lncRNA,chr3,0,1,0,0,1,1,0
ENSG00000283176.1,ENSG00000283176,processed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000283178.1,ENSG00000283178,unprocessed_pseudogene,chrX,3,0,1,2,1,9,7
ENSG00000283180.1,MIR6767,miRNA,chr16,0,0,0,0,0,0,0
ENSG00000283183.4,ENSG00000283183,lncRNA,chr4,9,5,6,8,114,30,33
ENSG00000283188.1,MIR2052,miRNA,chr8,0,0,0,0,0,0,0
ENSG00000283189.2,ENSG00000283189,protein_coding,chr3,0,0,0,0,0,0,0
ENSG00000283193.1,MIR1243,miRNA,chr4,0,0,0,0,0,0,0
ENSG00000283195.1,IGHVII-43-1,IG_V_pseudogene,chr14,0,0,0,0,0,0,0
ENSG00000283196.3,ENSG00000283196,transcribed_unprocessed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000283197.1,ENSG00000283197,processed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000283199.3,C13orf46,protein_coding,chr13,23,8,21,21,19,52,53
ENSG00000283200.1,MIR1206,miRNA,chr8,0,0,0,0,0,0,0
ENSG00000283201.1,ENSG00000283201,protein_coding,chr19,0,0,0,0,0,0,0
ENSG00000283202.1,ENSG00000283202,unitary_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000283203.1,MIR1246,miRNA,chr2,0,0,0,0,0,0,0
ENSG00000283204.1,MIR4434,miRNA,chr2,0,0,0,0,0,0,0
ENSG00000283205.1,ENSG00000283205,protein_coding,chr9,0,0,0,0,0,0,0
ENSG00000283206.1,MIR941-1,miRNA,chr20,0,0,0,0,0,0,0
ENSG00000283207.1,MIR1255B1,miRNA,chr4,0,0,0,0,0,0,0
ENSG00000283208.2,ENSG00000283208,protein_coding,chr13,0,3,1,0,5,0,0
ENSG00000283209.1,ENSG00000283209,lncRNA,chr17,0,1,1,0,0,0,0
ENSG00000283210.1,MIR1322,miRNA,chr8,0,0,0,0,0,0,0
ENSG00000283211.1,ENSG00000283211,unprocessed_pseudogene,chr9,0,0,0,0,0,0,0
ENSG00000283212.1,MIR642B,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000283213.1,ENSG00000283213,lncRNA,chr16,0,1,1,0,8,0,1
ENSG00000283214.1,ENSG00000283214,unprocessed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000283215.2,LINC02537,lncRNA,chr6,0,0,0,0,0,0,0
ENSG00000283217.1,ENSG00000283217,lncRNA,chr11,0,0,0,0,0,0,0
ENSG00000283218.1,MIR302F,miRNA,chr18,0,0,0,0,0,0,0
ENSG00000283219.1,ENSG00000283219,unprocessed_pseudogene,chr4,0,0,0,0,0,0,0
ENSG00000283221.1,ENSG00000283221,lncRNA,chr16,0,0,0,0,0,0,0
ENSG00000283222.1,MIR4433A,miRNA,chr2,0,0,0,0,0,0,0
ENSG00000283225.1,MIR3199-2,miRNA,chr22,0,0,0,0,0,0,0
ENSG00000283227.2,SPRR5,protein_coding,chr1,0,0,0,0,0,0,0
ENSG00000283228.1,ENSG00000283228,protein_coding,chr2,0,0,0,0,0,0,0
ENSG00000283230.1,ENSG00000283230,unprocessed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000283232.1,CYP2C23P,unitary_pseudogene,chr10,0,0,0,0,0,0,0
ENSG00000283234.1,ENSG00000283234,transcribed_unitary_pseudogene,chr1,0,0,0,0,0,0,0
ENSG00000283235.2,ENSG00000283235,lncRNA,chr5,0,0,0,0,0,0,0
ENSG00000283236.1,ENSG00000283236,transcribed_unprocessed_pseudogene,chr19,14,10,32,10,6,6,18
ENSG00000283237.1,MIR550B1,miRNA,chr7,0,0,0,0,0,0,0
ENSG00000283238.1,MIR1245B,miRNA,chr2,0,0,0,0,0,0,0
ENSG00000283239.1,KBTBD11-OT1,protein_coding,chr8,1,0,0,0,0,0,0
ENSG00000283240.1,ENSG00000283240,lncRNA,chr12,0,0,0,0,0,1,1
ENSG00000283242.1,MIR384,miRNA,chrX,0,0,0,0,0,0,0
ENSG00000283246.1,MEP1AP1,unprocessed_pseudogene,chr9,0,0,0,0,0,0,0
ENSG00000283247.2,CCDC201,protein_coding,chr7,0,0,0,0,0,0,0
ENSG00000283249.1,U6,snRNA,chr15,0,0,0,0,0,0,0
ENSG00000283251.2,ENSG00000283251,transcribed_unprocessed_pseudogene,chr19,0,0,0,0,0,0,0
ENSG00000283255.1,ENSG00000283255,lncRNA,chr1,0,0,0,0,0,0,0
ENSG00000283256.1,U6,snRNA,chr12,0,0,0,0,0,0,0
ENSG00000283257.1,ENSG00000283257,unprocessed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000283258.2,ENSG00000283258,lncRNA,chr16,0,0,0,0,0,0,0
ENSG00000283259.1,ENSG00000283259,lncRNA,chr1,0,0,0,0,0,0,0
ENSG00000283262.1,U6,snRNA,chr2,0,0,0,0,0,0,0
ENSG00000283265.1,ENSG00000283265,lncRNA,chr6,0,0,4,18,0,7,35
ENSG00000283267.2,FAM237B,protein_coding,chr7,0,0,0,1,0,0,0
ENSG00000283268.2,TEX54,protein_coding,chr11,0,0,0,1,0,0,0
ENSG00000283269.2,ENSG00000283269,transcribed_unprocessed_pseudogene,chr19,0,0,0,1,0,0,0
ENSG00000283270.2,MALLP2,transcribed_unprocessed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000283271.1,U6,snRNA,chr4,0,0,0,0,0,0,0
ENSG00000283273.1,ENSG00000283273,unprocessed_pseudogene,chr15,0,1,0,0,0,0,0
ENSG00000283274.1,5_8S_rRNA,rRNA,chr14,0,0,0,0,0,0,0
ENSG00000283275.1,MIR4275,miRNA,chr4,0,0,0,0,0,0,0
ENSG00000283278.1,MIR3914-2,miRNA,chr7,0,0,0,0,0,0,0
ENSG00000283279.1,MIR376C,miRNA,chr14,0,0,0,0,0,0,0
ENSG00000283281.1,MIR7978,miRNA,chr4,0,0,0,0,0,0,0
ENSG00000283283.2,ENSG00000283283,unprocessed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000283285.1,ENSG00000283285,unprocessed_pseudogene,chr19,0,0,0,0,0,0,0
ENSG00000283286.2,ENSG00000283286,lncRNA,chr5,0,0,0,0,0,0,0
ENSG00000283288.2,SMIM33,protein_coding,chr5,0,0,0,0,0,0,0
ENSG00000283289.1,MIR524,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000283290.1,U6,snRNA,chr14,0,0,0,0,0,0,0
ENSG00000283291.1,5_8S_rRNA,rRNA,chr20,0,0,0,0,0,0,0
ENSG00000283293.1,RN7SK,snRNA,chr6,0,0,0,0,0,0,0
ENSG00000283294.2,ENSG00000283294,lncRNA,chr18,2,0,4,0,1,1,0
ENSG00000283296.1,MIR4256,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283297.2,TEX52,protein_coding,chr12,0,0,0,0,0,0,0
ENSG00000283298.1,MIR4272,miRNA,chr3,0,0,0,0,0,0,0
ENSG00000283300.1,U6,snRNA,chr21,0,0,0,0,0,0,0
ENSG00000283301.1,MIR4520-2,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000283303.1,ENSG00000283303,lncRNA,chr2,0,0,0,0,0,0,1
ENSG00000283304.1,LINC02183,lncRNA,chr16,0,0,0,0,0,0,0
ENSG00000283307.1,OR5AK4P,unprocessed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000283311.1,MTND6P29,unprocessed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000283312.1,ENSG00000283312,processed_pseudogene,chr2,7,2,4,3,1,1,1
ENSG00000283313.1,U6,snRNA,chr4,0,0,0,0,0,0,0
ENSG00000283314.1,LINC02357,lncRNA,chr4,0,0,0,0,0,0,0
ENSG00000283317.1,ENSG00000283317,lncRNA,chr1,0,0,0,0,0,0,0
ENSG00000283320.1,MIR103B2,miRNA,chr20,0,0,0,0,0,0,0
ENSG00000283321.1,ENSG00000283321,protein_coding,chr7,0,0,0,0,0,0,0
ENSG00000283324.1,CTXND2,protein_coding,chr1,0,1,0,0,0,0,0
ENSG00000283326.1,MIR6860,miRNA,chr11,0,0,0,0,0,0,0
ENSG00000283327.1,MIR6841,miRNA,chr8,0,0,0,0,0,0,0
ENSG00000283329.2,FAM240B,protein_coding,chr9,0,0,0,0,0,0,0
ENSG00000283330.1,MIR518D,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000283333.1,MIR7977,miRNA,chr3,0,0,0,0,0,0,0
ENSG00000283334.1,MIR4536-1,miRNA,chrX,0,0,0,0,0,0,0
ENSG00000283335.1,MIR219B,miRNA,chr9,0,0,0,0,0,0,0
ENSG00000283337.1,U6,snRNA,chr10,0,0,0,1,0,0,0
ENSG00000283338.1,ENSG00000283338,unprocessed_pseudogene,chr11,0,0,1,0,0,0,0
ENSG00000283339.1,ENSG00000283339,unprocessed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000283340.1,MIR3119-1,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283341.4,ENSG00000283341,lncRNA,chr11,35,39,25,24,47,16,24
ENSG00000283342.1,NBPF13P,unprocessed_pseudogene,chr1,0,1,0,0,0,2,0
ENSG00000283343.1,MIR4320,miRNA,chr18,0,0,0,0,0,0,0
ENSG00000283345.1,MPHOSPH10P3,unprocessed_pseudogene,chr15,1,0,0,0,0,1,0
ENSG00000283346.1,MIR6511B2,miRNA,chr16,0,0,0,0,0,0,0
ENSG00000283347.1,ENSG00000283347,lncRNA,chr13,0,0,0,0,0,0,0
ENSG00000283349.3,PFN5P,transcribed_unitary_pseudogene,chrX,0,0,0,0,0,0,0
ENSG00000283351.1,MIR3910-2,miRNA,chr9,0,0,0,0,0,0,0
ENSG00000283352.1,ENSG00000283352,lncRNA,chr6,0,1,0,0,1,0,1
ENSG00000283354.1,ENSG00000283354,unprocessed_pseudogene,chr1,0,0,0,0,0,0,0
ENSG00000283355.1,ENSG00000283355,TEC,chr4,1,9,3,8,6,4,3
ENSG00000283356.1,ENSG00000283356,unprocessed_pseudogene,chr1,0,0,0,0,0,0,0
ENSG00000283359.1,MIR3977,miRNA,chr5,0,0,0,0,0,0,0
ENSG00000283360.1,ENSG00000283360,lncRNA,chr1,0,0,0,0,0,0,0
ENSG00000283361.3,CFAP97D2,protein_coding,chr13,0,0,0,2,0,0,0
ENSG00000283364.1,MIR451B,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000283365.1,NCOA5LP,unitary_pseudogene,chr16,0,0,0,0,0,0,0
ENSG00000283366.2,ENSG00000283366,transcribed_unprocessed_pseudogene,chr22,0,0,0,0,0,0,0
ENSG00000283367.1,ENSG00000283367,sRNA,chr3,0,0,0,0,0,0,0
ENSG00000283369.1,U6,snRNA,chr1,0,0,0,0,0,0,0
ENSG00000283371.1,ENSG00000283371,unprocessed_pseudogene,chr13,0,0,0,0,0,0,0
ENSG00000283372.1,U6,snRNA,chr15,0,0,0,0,0,0,0
ENSG00000283375.1,ENSG00000283375,lncRNA,chr11,2,0,6,2,0,0,0
ENSG00000283376.1,ENSG00000283376,unitary_pseudogene,chr17,0,0,0,0,0,1,1
ENSG00000283377.1,ENSG00000283377,processed_pseudogene,chr1,0,0,0,0,0,0,0
ENSG00000283378.1,CNTNAP3C,protein_coding,chr9,6,8,1,2,8,5,1
ENSG00000283379.1,MIR3688-2,miRNA,chr4,0,0,0,0,0,0,0
ENSG00000283380.1,ENSG00000283380,lncRNA,chrX,1,1,0,1,0,0,0
ENSG00000283381.1,ENSG00000283381,unprocessed_pseudogene,chr17,0,0,0,0,0,0,0
ENSG00000283383.1,ENSG00000283383,lncRNA,chr4,0,0,0,0,0,0,0
ENSG00000283384.1,ENSG00000283384,lncRNA,chr13,0,0,0,1,0,0,0
ENSG00000283385.1,MIR4524A,miRNA,chr17,0,0,0,0,0,0,0
ENSG00000283386.1,MIR4659B,miRNA,chr8,0,0,0,0,0,0,0
ENSG00000283389.1,Metazoa_SRP,misc_RNA,chr12,0,0,0,0,0,0,0
ENSG00000283390.1,PET100P1,processed_pseudogene,chr3,7,7,7,9,7,3,11
ENSG00000283392.1,ENSG00000283392,lncRNA,chr3,0,0,0,0,0,0,0
ENSG00000283393.1,ENSG00000283393,processed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000283394.1,MIR7515,miRNA,chr2,0,0,0,0,0,0,0
ENSG00000283399.1,ENSG00000283399,unprocessed_pseudogene,chr16,7,2,3,25,0,44,16
ENSG00000283400.1,ENSG00000283400,lncRNA,chrX,0,0,0,0,0,0,0
ENSG00000283402.1,ENSG00000283402,unprocessed_pseudogene,chr8,0,0,0,0,0,0,0
ENSG00000283403.1,ENSG00000283403,lncRNA,chr19,7,6,0,2,3,3,0
ENSG00000283405.2,ENSG00000283405,lncRNA,chr20,0,0,0,0,0,0,0
ENSG00000283408.2,MIR548A1HG,lncRNA,chr6,0,0,0,0,0,0,0
ENSG00000283409.1,MIR3662,miRNA,chr6,0,0,0,0,0,0,0
ENSG00000283411.1,ENSG00000283411,lncRNA,chr9,0,0,0,0,0,0,0
ENSG00000283412.1,U6,snRNA,chr11,0,0,0,0,0,0,0
ENSG00000283413.1,ENSG00000283413,lncRNA,chr5,0,0,1,0,0,0,0
ENSG00000283414.1,U6,snRNA,chr1,0,0,0,0,0,0,0
ENSG00000283415.2,ENSG00000283415,lncRNA,chr11,4,8,7,4,5,10,2
ENSG00000283416.1,MIR1910,miRNA,chr16,0,0,0,0,0,0,0
ENSG00000283417.1,ENSG00000283417,lncRNA,chr17,0,0,0,0,0,0,0
ENSG00000283418.1,U6,snRNA,chr3,0,0,0,0,0,0,0
ENSG00000283419.1,MIR6874,miRNA,chr7,0,0,0,0,0,0,0
ENSG00000283420.1,MIR4278,miRNA,chr5,0,0,0,0,0,0,0
ENSG00000283421.1,ENSG00000283421,unitary_pseudogene,chr16,0,0,0,0,0,0,0
ENSG00000283422.1,LINC02452,lncRNA,chr12,0,0,0,0,0,0,0
ENSG00000283423.1,ENSG00000283423,lncRNA,chr16,0,0,0,0,0,0,0
ENSG00000283426.1,SMBD1P,transcribed_unitary_pseudogene,chr3,0,0,0,0,0,0,0
ENSG00000283427.1,ENSG00000283427,unprocessed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000283428.1,CCDC195,protein_coding,chr2,0,0,0,0,1,0,0
ENSG00000283429.1,MIR1244-3,miRNA,chr12,3,5,2,2,2,0,0
ENSG00000283431.1,ENSG00000283431,unprocessed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000283432.1,U6,snRNA,chr4,0,0,0,0,0,0,0
ENSG00000283433.1,RNA5SP532,rRNA,chr20,0,0,0,0,0,0,0
ENSG00000283434.2,CSNKA2IP,protein_coding,chr3,0,0,0,0,0,0,0
ENSG00000283435.1,MIR1321,miRNA,chrX,0,0,0,0,0,0,0
ENSG00000283436.1,LINC01958,lncRNA,chr2,2,0,0,0,2,6,1
ENSG00000283438.1,Metazoa_SRP,misc_RNA,chr22,1,0,0,0,1,0,0
ENSG00000283439.4,SPEM3,protein_coding,chr17,0,0,0,0,0,1,0
ENSG00000283440.1,LINC01260,lncRNA,chr20,0,0,0,0,0,0,0
ENSG00000283441.1,MIR499B,miRNA,chr20,1,1,0,0,2,1,3
ENSG00000283442.1,U4,snRNA,chr1,0,0,0,0,0,0,0
ENSG00000283443.3,ZNF285DP,transcribed_unprocessed_pseudogene,chr20,0,3,4,2,3,4,4
ENSG00000283444.1,GPR141BP,unitary_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000283445.1,ENSG00000283445,lncRNA,chr1,0,0,0,0,0,0,0
ENSG00000283446.1,ENSG00000283446,unprocessed_pseudogene,chrX,0,0,0,0,0,0,0
ENSG00000283450.1,MIR486-2,miRNA,chr8,0,0,0,0,0,0,0
ENSG00000283451.1,ENSG00000283451,unitary_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000283452.1,ENSG00000283452,sRNA,chr18,0,0,0,0,0,0,0
ENSG00000283453.3,PRIM2BP,transcribed_unprocessed_pseudogene,chr6,0,0,0,0,0,0,0
ENSG00000283455.1,MIR523,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000283456.1,MTND1P37,processed_pseudogene,chr10,0,0,0,0,0,0,0
ENSG00000283457.2,ENSG00000283457,lncRNA,chr16,0,0,0,0,0,0,0
ENSG00000283458.3,ENSG00000283458,lncRNA,chr18,0,0,0,0,0,0,0
ENSG00000283459.1,ENSG00000283459,lncRNA,chr12,0,0,0,0,0,0,0
ENSG00000283461.1,MIR550B2,miRNA,chr7,0,0,0,0,0,0,0
ENSG00000283462.3,ENSG00000283462,lncRNA,chr5,0,2,0,2,3,0,0
ENSG00000283463.2,HSFX4,protein_coding,chrX,1,0,0,0,0,0,0
ENSG00000283464.1,ENSG00000283464,IG_V_pseudogene,chr14,0,0,0,0,0,0,0
ENSG00000283468.1,MIR4454,miRNA,chr4,0,0,0,0,0,0,0
ENSG00000283469.1,MIR3130-1,miRNA,chr2,0,0,0,0,0,0,0
ENSG00000283471.1,MIR6863,miRNA,chr16,0,0,0,0,0,0,0
ENSG00000283473.5,FAM240A,protein_coding,chr3,0,0,0,0,0,0,0
ENSG00000283474.1,MIR6828,miRNA,chr3,0,0,0,0,0,0,0
ENSG00000283475.1,MIR1244-4,miRNA,chr12,4,0,8,6,3,2,1
ENSG00000283476.1,MIR1279,miRNA,chr12,0,0,0,0,0,0,0
ENSG00000283477.1,MIR6079,miRNA,chr1,0,0,0,0,0,0,0
ENSG00000283479.1,ENSG00000283479,transcribed_unprocessed_pseudogene,chr19,0,0,0,0,0,0,0
ENSG00000283480.1,ENSG00000283480,lncRNA,chr6,1,0,1,0,6,0,1
ENSG00000283481.1,MTND4LP32,unprocessed_pseudogene,chr7,0,0,0,0,0,0,0
ENSG00000283483.1,ENSG00000283483,processed_pseudogene,chr11,0,0,0,0,0,0,0
ENSG00000283484.1,MIR3529,miRNA,chr15,0,0,0,0,0,0,0
ENSG00000283487.1,MIR4501,miRNA,chr13,0,0,0,0,0,0,0
ENSG00000283489.1,U6,snRNA,chr11,0,0,0,0,0,0,0
ENSG00000283490.1,MIR518C,miRNA,chr19,0,0,0,0,0,0,0
ENSG00000283491.1,ENSG00000283491,unprocessed_pseudogene,chr2,2,4,3,2,1,1,1
ENSG00000283492.1,MIR7153,miRNA,chr18,0,0,0,0,0,0,0
ENSG00000283493.1,MIR6086,miRNA,chrX,0,0,0,0,0,0,0
ENSG00000283496.1,ZNF511-PRAP1,protein_coding,chr10,0,0,0,0,0,0,0
ENSG00000283497.1,MIR3160-2,miRNA,chr11,0,0,0,0,0,0,0
ENSG00000283498.1,MIR1244-2,miRNA,chr5,22,41,29,18,94,36,26
ENSG00000283499.1,U6,snRNA,chr4,0,0,0,0,0,0,0
ENSG00000283502.1,U6,snRNA,chr2,0,0,0,0,0,0,0
ENSG00000283503.4,LINC01902,lncRNA,chr18,0,14,0,2,9,1,0
ENSG00000283504.1,ENSG00000283504,lncRNA,chr7,0,0,0,0,0,0,1
ENSG00000283505.1,MIR5681B,miRNA,chr8,0,0,0,0,0,0,0
ENSG00000283506.1,MIR7157,miRNA,chr2,0,0,0,0,1,0,0
ENSG00000283507.1,MIR1302-1,miRNA,chr12,0,0,0,0,0,0,0
ENSG00000283509.1,U6,snRNA,chr3,0,0,0,0,0,0,0
ENSG00000283511.1,ENSG00000283511,transcribed_unitary_pseudogene,chr3,27,10,33,23,1,7,11
ENSG00000283513.1,MIR941-3,miRNA,chr20,0,0,0,0,0,0,0
ENSG00000283514.1,MIR3975,miRNA,chr18,0,0,0,0,0,0,2
ENSG00000283515.1,ENSG00000283515,protein_coding,chr19,0,0,0,0,1,0,0
ENSG00000283516.2,LITAFD,protein_coding,chr16,0,0,0,0,0,0,0
ENSG00000283517.1,ENSG00000283517,lncRNA,chr17,0,1,0,0,11,3,1
ENSG00000283518.1,LINC02775,lncRNA,chr1,0,0,0,0,0,0,1
ENSG00000283519.1,U2,snRNA,chr14,0,0,0,0,0,0,0
